category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.pl_PL,name.cs_CZ,name.sk_SK,meta_title.pl_PL,meta_title.cs_CZ,meta_title.sk_SK,meta_description.pl_PL,meta_description.cs_CZ,meta_description.sk_SK,meta_keywords.pl_PL,meta_keywords.cs_CZ,meta_keywords.sk_SK,category_image_name.pl_PL,category_image_name.cs_CZ,category_image_name.sk_SK
SUB_50010,MC_50001,Technical Drawing,Technical Drawing,Technical Drawing,Technical Drawing,1,1,1,1,0,1,,Catalog (default),,Rysunek techniczny,Technisches Zeichnen,Technisches Zeichnen,Rysunek techniczny,Technisches Zeichnen,Technisches Zeichnen,Rysunek techniczny,Technisches Zeichnen,Technisches Zeichnen,Rysunek techniczny,Technisches Zeichnen,Technisches Zeichnen,,,
SUB_50011,MC_50001,Packing & Shipping,Packing & Shipping,Packing & Shipping,Packing & Shipping,1,1,1,1,0,1,,Catalog (default),,Pakowanie i wysyłka,Verpackung & Versand,Verpackung & Versand,Pakowanie i wysyłka,Verpackung & Versand,Verpackung & Versand,Pakowanie i wysyłka,Verpackung & Versand,Verpackung & Versand,Pakowanie i wysyłka,Verpackung & Versand,Verpackung & Versand,,,
MC_60001,shop,Electronics,Electronics,Electronics,Electronics,1,1,1,1,0,1,,Catalog (default),,Elektronika,Elektronik,Elektronik,Elektronika,Elektronik,Elektronik,Elektronika,Elektronik,Elektronik,Elektronika,Elektronik,Elektronik,,,
SUB_60001,MC_60001,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,Accumulators & Batteries,1,1,1,1,0,1,,Catalog (default),,Akumulatory i baterie,Akkus & Batterien,Akkus & Batterien,Akumulatory i baterie,Akkus & Batterien,Akkus & Batterien,Akumulatory i baterie,Akkus & Batterien,Akkus & Batterien,Akumulatory i baterie,Akkus & Batterien,Akkus & Batterien,,,
SUB_60002,MC_60001,Computer,Computer,Computer,Computer,1,1,1,1,0,1,,Catalog (default),,Komputery,Computer,Computer,Komputery,Computer,Computer,Komputery,Computer,Computer,Komputery,Computer,Computer,,,
SUB_60002_01,SUB_60002,Notebook,Notebook,Notebook,Notebook,1,1,1,1,0,1,,Catalog (default),,Notebooki,Notebook,Notebook,Notebooki,Notebook,Notebook,Notebooki,Notebook,Notebook,Notebooki,Notebook,Notebook,,,
SUB_60002_02,SUB_60002,Tablet,Tablet,Tablet,Tablet,1,1,1,1,0,1,,Catalog (default),,Tablety,Tablet,Tablet,Tablety,Tablet,Tablet,Tablety,Tablet,Tablet,Tablety,Tablet,Tablet,,,
SUB_60002_03,SUB_60002,Monitors,Monitors,Monitors,Monitors,1,1,1,1,0,1,,Catalog (default),,Monitory,Monitore,Monitore,Monitory,Monitore,Monitore,Monitory,Monitore,Monitore,Monitory,Monitore,Monitore,,,
SUB_60002_04,SUB_60002,IT,IT,IT,IT,1,1,1,1,0,1,,Catalog (default),,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,,,
SUB_60002_05,SUB_60002,Computer Accessories,Computer Accessories,Computer Accessories,Computer Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria komputerowe,Computer-Zubehör,Computer-Zubehör,Akcesoria komputerowe,Computer-Zubehör,Computer-Zubehör,Akcesoria komputerowe,Computer-Zubehör,Computer-Zubehör,Akcesoria komputerowe,Computer-Zubehör,Computer-Zubehör,,,
SUB_60003,MC_60001,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,1,1,1,1,0,1,,Catalog (default),,Drukarki i skanery,Drucker & Scanner,Drucker & Scanner,Drukarki i skanery,Drucker & Scanner,Drucker & Scanner,Drukarki i skanery,Drucker & Scanner,Drucker & Scanner,Drukarki i skanery,Drucker & Scanner,Drucker & Scanner,,,
SUB_60004,MC_60001,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,1,1,1,1,0,1,,Catalog (default),,Czytniki E-booków,E-Book-Reader,E-Book-Reader,Czytniki E-booków,E-Book-Reader,E-Book-Reader,Czytniki E-booków,E-Book-Reader,E-Book-Reader,Czytniki E-booków,E-Book-Reader,E-Book-Reader,,,
SUB_60005,MC_60001,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,1,1,1,1,0,1,,Catalog (default),,Fotografia i filmowanie,Fotografie & Videografie,Fotografie & Videografie,Fotografia i filmowanie,Fotografie & Videografie,Fotografie & Videografie,Fotografia i filmowanie,Fotografie & Videografie,Fotografie & Videografie,Fotografia i filmowanie,Fotografie & Videografie,Fotografie & Videografie,,,
SUB_60006,MC_60001,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,1,1,1,1,0,1,,Catalog (default),,Gry i zabawki elektroniczne,Gaming- & Elektrospielzeug,Gaming- & Elektrospielzeug,Gry i zabawki elektroniczne,Gaming- & Elektrospielzeug,Gaming- & Elektrospielzeug,Gry i zabawki elektroniczne,Gaming- & Elektrospielzeug,Gaming- & Elektrospielzeug,Gry i zabawki elektroniczne,Gaming- & Elektrospielzeug,Gaming- & Elektrospielzeug,,,
SUB_60006_01,SUB_60006,Microsoft,Microsoft,Microsoft,Microsoft,1,1,1,1,0,1,,Catalog (default),,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,Microsoft,,,
SUB_60006_02,SUB_60006,Nintendo,Nintendo,Nintendo,Nintendo,1,1,1,1,0,1,,Catalog (default),,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,Nintendo,,,
SUB_60006_03,SUB_60006,Sony,Sony,Sony,Sony,1,1,1,1,0,1,,Catalog (default),,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,Sony,,,
SUB_60006_04,SUB_60006,Gaming Accessories,Gaming Accessories,Gaming Accessories,Gaming Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria gamingowe,Gaming-Zubehör,Gaming-Zubehör,Akcesoria gamingowe,Gaming-Zubehör,Gaming-Zubehör,Akcesoria gamingowe,Gaming-Zubehör,Gaming-Zubehör,Akcesoria gamingowe,Gaming-Zubehör,Gaming-Zubehör,,,
SUB_60007,MC_60001,Household Electronics,Household Electronics,Household Electronics,Household Electronics,1,1,1,1,0,1,,Catalog (default),,Elektronika domowa,Haushaltselektronik,Haushaltselektronik,Elektronika domowa,Haushaltselektronik,Haushaltselektronik,Elektronika domowa,Haushaltselektronik,Haushaltselektronik,Elektronika domowa,Haushaltselektronik,Haushaltselektronik,,,
SUB_60007_01,SUB_60007,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,Urządzenia kuchenne,Küchengeräte,Küchengeräte,Urządzenia kuchenne,Küchengeräte,Küchengeräte,Urządzenia kuchenne,Küchengeräte,Küchengeräte,Urządzenia kuchenne,Küchengeräte,Küchengeräte,,,
SUB_60007_02,SUB_60007,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,1,1,1,1,0,1,,Catalog (default),,Duże AGD,Elektrogroßgeräte,Elektrogroßgeräte,Duże AGD,Elektrogroßgeräte,Elektrogroßgeräte,Duże AGD,Elektrogroßgeräte,Elektrogroßgeräte,Duże AGD,Elektrogroßgeräte,Elektrogroßgeräte,,,
SUB_60007_03,SUB_60007,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,1,1,1,1,0,1,,Catalog (default),,Sprzęt AGD,Haushaltsgeräte,Haushaltsgeräte,Sprzęt AGD,Haushaltsgeräte,Haushaltsgeräte,Sprzęt AGD,Haushaltsgeräte,Haushaltsgeräte,Sprzęt AGD,Haushaltsgeräte,Haushaltsgeräte,,,
SUB_60007_04,SUB_60007,Making Coffee,Making Coffee,Making Coffee,Making Coffee,1,1,1,1,0,1,,Catalog (default),,Przyrządzanie kawy,Kaffeezubereitung,Kaffeezubereitung,Przyrządzanie kawy,Kaffeezubereitung,Kaffeezubereitung,Przyrządzanie kawy,Kaffeezubereitung,Kaffeezubereitung,Przyrządzanie kawy,Kaffeezubereitung,Kaffeezubereitung,,,
SUB_60008,MC_60001,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",1,1,1,1,0,1,,Catalog (default),,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",,,
SUB_60008_01,SUB_60008,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,1,1,1,1,0,1,,Catalog (default),,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,,,
SUB_60008_02,SUB_60008,TV & Sat,TV & Sat,TV & Sat,TV & Sat,1,1,1,1,0,1,,Catalog (default),,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,,,
SUB_60008_03,SUB_60008,Car Hifi,Car Hifi,Car Hifi,Car Hifi,1,1,1,1,0,1,,Catalog (default),,Hifi samochodowe,Car Hifi,Car Hifi,Hifi samochodowe,Car Hifi,Car Hifi,Hifi samochodowe,Car Hifi,Car Hifi,Hifi samochodowe,Car Hifi,Car Hifi,,,
SUB_60008_04,SUB_60008,Audio accessories,Audio accessories,Audio accessories,Audio accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria audio,Audio-Zubehör,Audio-Zubehör,Akcesoria audio,Audio-Zubehör,Audio-Zubehör,Akcesoria audio,Audio-Zubehör,Audio-Zubehör,Akcesoria audio,Audio-Zubehör,Audio-Zubehör,,,
SUB_60009,MC_60001,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,1,1,1,1,0,1,,Catalog (default),,Telekomunikacja i nawigacja,Telekommunikation & Navigation,Telekommunikation & Navigation,Telekomunikacja i nawigacja,Telekommunikation & Navigation,Telekommunikation & Navigation,Telekomunikacja i nawigacja,Telekommunikation & Navigation,Telekommunikation & Navigation,Telekomunikacja i nawigacja,Telekommunikation & Navigation,Telekommunikation & Navigation,,,
SUB_60009_01,SUB_60009,Smartphones,Smartphones,Smartphones,Smartphones,1,1,1,1,0,1,,Catalog (default),,Smartfony,Smartphones,Smartphones,Smartfony,Smartphones,Smartphones,Smartfony,Smartphones,Smartphones,Smartfony,Smartphones,Smartphones,,,
SUB_60009_02,SUB_60009,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria do smartfonów,Smartphone Zubehör,Smartphone Zubehör,Akcesoria do smartfonów,Smartphone Zubehör,Smartphone Zubehör,Akcesoria do smartfonów,Smartphone Zubehör,Smartphone Zubehör,Akcesoria do smartfonów,Smartphone Zubehör,Smartphone Zubehör,,,
SUB_60009_03,SUB_60009,Navigation,Navigation,Navigation,Navigation,1,1,1,1,0,1,,Catalog (default),,Nawigacja,Navigation,Navigation,Nawigacja,Navigation,Navigation,Nawigacja,Navigation,Navigation,Nawigacja,Navigation,Navigation,,,
SUB_60009_04,SUB_60009,Smartwatch,Smartwatch,Smartwatch,Smartwatch,1,1,1,1,0,1,,Catalog (default),,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,Smartwatch,,,
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria elektroniczne,Elektronik Zubehör,Elektronik Zubehör,Akcesoria elektroniczne,Elektronik Zubehör,Elektronik Zubehör,Akcesoria elektroniczne,Elektronik Zubehör,Elektronik Zubehör,Akcesoria elektroniczne,Elektronik Zubehör,Elektronik Zubehör,,,
SUB_60011,MC_60001,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,Oprogramowanie,Software,Software,Oprogramowanie,Software,Software,Oprogramowanie,Software,Software,Oprogramowanie,Software,Software,,,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,Pielęgnacja ciała i wellness,Körperpflege & Wellness,Körperpflege & Wellness,Pielęgnacja ciała i wellness,Körperpflege & Wellness,Körperpflege & Wellness,Pielęgnacja ciała i wellness,Körperpflege & Wellness,Körperpflege & Wellness,Pielęgnacja ciała i wellness,Körperpflege & Wellness,Körperpflege & Wellness,,,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,Trymery i maszynki włosów,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Trymery i maszynki włosów,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Trymery i maszynki włosów,Bartschneider & Haarschneider,Bartschneider & Haarschneider,Trymery i maszynki włosów,Bartschneider & Haarschneider,Bartschneider & Haarschneider,,,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,Elektryczne szczoteczki do zębów,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektryczne szczoteczki do zębów,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektryczne szczoteczki do zębów,Elektronische Zahnbürsten,Elektronische Zahnbürsten,Elektryczne szczoteczki do zębów,Elektronische Zahnbürsten,Elektronische Zahnbürsten,,,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,Pielęgnacja włosów,Haarpflege,Haarpflege,Pielęgnacja włosów,Haarpflege,Haarpflege,Pielęgnacja włosów,Haarpflege,Haarpflege,Pielęgnacja włosów,Haarpflege,Haarpflege,,,
MC_70001,shop,Food & Drink,Food & Drink,Food & Drink,Food & Drink,1,1,1,1,0,1,,Catalog (default),,Jedzenie i napoje,Essen & Trinken,Essen & Trinken,Jedzenie i napoje,Essen & Trinken,Essen & Trinken,Jedzenie i napoje,Essen & Trinken,Essen & Trinken,Jedzenie i napoje,Essen & Trinken,Essen & Trinken,,,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,Napoje,Getränke,Getränke,Napoje,Getränke,Getränke,Napoje,Getränke,Getränke,Napoje,Getränke,Getränke,,,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,Alkohol,,,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,Bezalkoholowe,Alkoholfrei,Alkoholfrei,Bezalkoholowe,Alkoholfrei,Alkoholfrei,Bezalkoholowe,Alkoholfrei,Alkoholfrei,Bezalkoholowe,Alkoholfrei,Alkoholfrei,,,
SUB_70002,MC_70001,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,Jedzenie,Lebensmittel,Lebensmittel,Jedzenie,Lebensmittel,Lebensmittel,Jedzenie,Lebensmittel,Lebensmittel,Jedzenie,Lebensmittel,Lebensmittel,,,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,Słodycze i przekąski,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Słodycze i przekąski,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Słodycze i przekąski,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,Słodycze i przekąski,Süßigkeiten & Knabbereien,Süßigkeiten & Knabbereien,,,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,1,0,1,0,0,1,,Catalog (default),,Słodkie,Süss,Süss,Słodkie,Süss,Süss,Słodkie,Süss,Süss,Słodkie,Süss,Süss,,,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,1,0,1,0,0,1,,Catalog (default),,Słone,Salzig,Salzig,Słone,Salzig,Salzig,Słone,Salzig,Salzig,Słone,Salzig,Salzig,,,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,1,0,1,0,0,1,,Catalog (default),,Kwaśne,Sauer,Sauer,Kwaśne,Sauer,Sauer,Kwaśne,Sauer,Sauer,Kwaśne,Sauer,Sauer,,,
MC_80001,shop,Home & Garden,Home & Garden,Home & Garden,Home & Garden,1,1,1,1,0,1,,Catalog (default),,Dom i ogród,Haus & Garten,Haus & Garten,Dom i ogród,Haus & Garten,Haus & Garten,Dom i ogród,Haus & Garten,Haus & Garten,Dom i ogród,Haus & Garten,Haus & Garten,,,
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,łazienka,Badezimmer,Badezimmer,łazienka,Badezimmer,Badezimmer,łazienka,Badezimmer,Badezimmer,łazienka,Badezimmer,Badezimmer,,,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,Oświetlenie,Beleuchtung,Beleuchtung,Oświetlenie,Beleuchtung,Beleuchtung,Oświetlenie,Beleuchtung,Beleuchtung,Oświetlenie,Beleuchtung,Beleuchtung,,,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,0,1,0,0,1,,Catalog (default),,Oświetlenie wewnętrzne,Innenleuchten,Innenleuchten,Oświetlenie wewnętrzne,Innenleuchten,Innenleuchten,Oświetlenie wewnętrzne,Innenleuchten,Innenleuchten,Oświetlenie wewnętrzne,Innenleuchten,Innenleuchten,,,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,0,1,0,0,1,,Catalog (default),,Oświetlenie zewnętrzne,Außenleuchten,Außenleuchten,Oświetlenie zewnętrzne,Außenleuchten,Außenleuchten,Oświetlenie zewnętrzne,Außenleuchten,Außenleuchten,Oświetlenie zewnętrzne,Außenleuchten,Außenleuchten,,,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,1,0,1,0,0,1,,Catalog (default),,żarówki,Leuchtmittel,Leuchtmittel,żarówki,Leuchtmittel,Leuchtmittel,żarówki,Leuchtmittel,Leuchtmittel,żarówki,Leuchtmittel,Leuchtmittel,,,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,Dekoracje i artykuły sezonowe ,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoracje i artykuły sezonowe ,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoracje i artykuły sezonowe ,Dekoration & Saisonartikel,Dekoration & Saisonartikel,Dekoracje i artykuły sezonowe ,Dekoration & Saisonartikel,Dekoration & Saisonartikel,,,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,Ogród,Garten,Garten,Ogród,Garten,Garten,Ogród,Garten,Garten,Ogród,Garten,Garten,,,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,Grill,Grillen,Grillen,Grill,Grillen,Grillen,Grill,Grillen,Grillen,Grill,Grillen,Grillen,,,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,Narzędzia ogrodowe,Gartenwerkzeug,Gartenwerkzeug,Narzędzia ogrodowe,Gartenwerkzeug,Gartenwerkzeug,Narzędzia ogrodowe,Gartenwerkzeug,Gartenwerkzeug,Narzędzia ogrodowe,Gartenwerkzeug,Gartenwerkzeug,,,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,Meble ogrodowe,Gartenmöbel,Gartenmöbel,Meble ogrodowe,Gartenmöbel,Gartenmöbel,Meble ogrodowe,Gartenmöbel,Gartenmöbel,Meble ogrodowe,Gartenmöbel,Gartenmöbel,,,
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,Rośliny i drzewa,Pflanzen & Bäume,Pflanzen & Bäume,Rośliny i drzewa,Pflanzen & Bäume,Pflanzen & Bäume,Rośliny i drzewa,Pflanzen & Bäume,Pflanzen & Bäume,Rośliny i drzewa,Pflanzen & Bäume,Pflanzen & Bäume,,,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,Akcesoria do sadzenia,Pflanzzubehör,Pflanzzubehör,Akcesoria do sadzenia,Pflanzzubehör,Pflanzzubehör,Akcesoria do sadzenia,Pflanzzubehör,Pflanzzubehör,Akcesoria do sadzenia,Pflanzzubehör,Pflanzzubehör,,,
SUB_80004_06,SUB_80004,Pool Technology,Pool Technology,Pool Technology,Pool Technology,1,1,1,1,0,1,,Catalog (default),,Technika basenowa,Pooltechnik,Pooltechnik,Technika basenowa,Pooltechnik,Pooltechnik,Technika basenowa,Pooltechnik,Pooltechnik,Technika basenowa,Pooltechnik,Pooltechnik,,,
SUB_80005,MC_80001,Household goods,Household goods,Household goods,Household goods,1,1,1,1,0,1,,Catalog (default),,AGD,Haushaltswaren,Haushaltswaren,AGD,Haushaltswaren,Haushaltswaren,AGD,Haushaltswaren,Haushaltswaren,AGD,Haushaltswaren,Haushaltswaren,,,
SUB_80006,MC_80001,Home textiles,Home textiles,Home textiles,Home textiles,1,1,1,1,0,1,,Catalog (default),,Tekstylia domowe,Heimtextilien,Heimtextilien,Tekstylia domowe,Heimtextilien,Heimtextilien,Tekstylia domowe,Heimtextilien,Heimtextilien,Tekstylia domowe,Heimtextilien,Heimtextilien,,,
