category_key,parent_category_key,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,category_image_name.en_US,name.nb_NO,name.fi_FI,name.da_DK,name.sv_SE,meta_title.nb_NO,meta_title.fi_FI,meta_title.da_DK,meta_title.sv_SE,meta_description.nb_NO,meta_description.fi_FI,meta_description.da_DK,meta_description.sv_SE,meta_keywords.nb_NO,meta_keywords.fi_FI,meta_keywords.da_DK,meta_keywords.sv_SE,category_image_name.nb_NO,category_image_name.fi_FI,category_image_name.da_DK,category_image_name.sv_SE
SUB_60003,MC_60001,Printer & Scanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,1,1,1,1,0,1,,Catalog (default),,Skriver og skanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Skriver og skanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Skriver og skanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,Skriver og skanner,Printer & Scanner,Printer & Scanner,Printer & Scanner,,,,
SUB_60004,MC_60001,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-Book-Reader,1,1,1,1,0,1,,Catalog (default),,E-bok leser,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-bok leser,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-bok leser,E-Book-Reader,E-Book-Reader,E-Book-Reader,E-bok leser,E-Book-Reader,E-Book-Reader,E-Book-Reader,,,,
SUB_60005,MC_60001,Photography & Videography,Photography & Videography,Photography & Videography,Photography & Videography,1,1,1,1,0,1,,Catalog (default),,Fotografi og videografi,Photography & Videography,Photography & Videography,Photography & Videography,Fotografi og videografi,Photography & Videography,Photography & Videography,Photography & Videography,Fotografi og videografi,Photography & Videography,Photography & Videography,Photography & Videography,Fotografi og videografi,Photography & Videography,Photography & Videography,Photography & Videography,,,,
SUB_60006,MC_60001,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,1,1,1,1,0,1,,Catalog (default),,Spill og elektroniske leker,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Spill og elektroniske leker,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Spill og elektroniske leker,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,Spill og elektroniske leker,Gaming & electronic toys,Gaming & electronic toys,Gaming & electronic toys,,,,
SUB_60006_01a,SUB_60006,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,1,1,1,1,0,1,1,Catalog (default),,Spill for Microsoft konsoller,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Spill for Microsoft konsoller,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Spill for Microsoft konsoller,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,Spill for Microsoft konsoller,Games for Microsoft consoles,Games for Microsoft consoles,Games for Microsoft consoles,,,,
SUB_60006_01b,SUB_60006,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,1,1,1,1,0,1,2,Catalog (default),,Microsoft konsoller og tilbehør,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft konsoller og tilbehør,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft konsoller og tilbehør,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft konsoller og tilbehør,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,Microsoft Consoles & Accessories,,,,
SUB_60006_02a,SUB_60006,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,1,1,1,1,0,1,3,Catalog (default),,Spill for Nintendo konsoller,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Spill for Nintendo konsoller,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Spill for Nintendo konsoller,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,Spill for Nintendo konsoller,Games for Nintendo consoles,Games for Nintendo consoles,Games for Nintendo consoles,,,,
SUB_60006_02b,SUB_60006,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,1,1,1,1,0,1,4,Catalog (default),,Nintendo konsoller og tilbehør,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo konsoller og tilbehør,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo konsoller og tilbehør,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo konsoller og tilbehør,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,Nintendo Consoles & Accessories,,,,
SUB_60006_03a,SUB_60006,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,1,1,1,1,0,1,5,Catalog (default),,Spill for Sony konsoller,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Spill for Sony konsoller,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Spill for Sony konsoller,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,Spill for Sony konsoller,Games for Sony consoles,Games for Sony consoles,Games for Sony consoles,,,,
SUB_60006_03b,SUB_60006,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,1,1,1,1,0,1,6,Catalog (default),,Sony konsoller og tilbehør,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony konsoller og tilbehør,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony konsoller og tilbehør,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony konsoller og tilbehør,Sony Consoles & Accessories,Sony Consoles & Accessories,Sony Consoles & Accessories,,,,
SUB_60006_04a,SUB_60006,Games for PC,Games for PC,Games for PC,Games for PC,1,1,1,1,0,1,7,Catalog (default),,PC spill,Games for PC,Games for PC,Games for PC,PC spill,Games for PC,Games for PC,Games for PC,PC spill,Games for PC,Games for PC,Games for PC,PC spill,Games for PC,Games for PC,Games for PC,,,,
SUB_60006_04b,SUB_60006,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,1,1,1,1,0,1,8,Catalog (default),,Tilbehør til PC spill,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,Tilbehør til PC spill,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,Tilbehør til PC spill,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,Tilbehør til PC spill,PC Gaming Accessories,PC Gaming Accessories,PC Gaming Accessories,,,,
SUB_60006_05,SUB_60006,other consoles & accessories,other consoles & accessories,other consoles & accessories,other consoles & accessories,1,1,1,1,0,1,9,Catalog (default),,andre konsoller og tilbehør,other consoles & accessories,other consoles & accessories,other consoles & accessories,andre konsoller og tilbehør,other consoles & accessories,other consoles & accessories,other consoles & accessories,andre konsoller og tilbehør,other consoles & accessories,other consoles & accessories,other consoles & accessories,andre konsoller og tilbehør,other consoles & accessories,other consoles & accessories,other consoles & accessories,,,,
SUB_60006_06,SUB_60006,Electric toys,Electric toys,Electric toys,Electric toys,1,1,1,1,0,1,10,Catalog (default),,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,Elektriske leker,Electric toys,Electric toys,Electric toys,,,,
SUB_60007,MC_60001,Household Electronics,Household Electronics,Household Electronics,Household Electronics,1,1,1,1,0,1,,Catalog (default),,Husholdningselektronikk,Household Electronics,Household Electronics,Household Electronics,Husholdningselektronikk,Household Electronics,Household Electronics,Household Electronics,Husholdningselektronikk,Household Electronics,Household Electronics,Household Electronics,Husholdningselektronikk,Household Electronics,Household Electronics,Household Electronics,,,,
SUB_60007_01,SUB_60007,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,1,1,1,1,0,1,,Catalog (default),,Kjøkkenmaskiner,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kjøkkenmaskiner,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kjøkkenmaskiner,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,Kjøkkenmaskiner,Kitchen Appliances,Kitchen Appliances,Kitchen Appliances,,,,
SUB_60007_02,SUB_60007,Large electrical appliances,Large electrical appliances,Large electrical appliances,Large electrical appliances,1,1,1,1,0,1,,Catalog (default),,Store elektriske apparater,Large electrical appliances,Large electrical appliances,Large electrical appliances,Store elektriske apparater,Large electrical appliances,Large electrical appliances,Large electrical appliances,Store elektriske apparater,Large electrical appliances,Large electrical appliances,Large electrical appliances,Store elektriske apparater,Large electrical appliances,Large electrical appliances,Large electrical appliances,,,,
SUB_60007_03,SUB_60007,Domestic Appliances,Domestic Appliances,Domestic Appliances,Domestic Appliances,1,1,1,1,0,1,,Catalog (default),,Husholdningsapparater,Domestic Appliances,Domestic Appliances,Domestic Appliances,Husholdningsapparater,Domestic Appliances,Domestic Appliances,Domestic Appliances,Husholdningsapparater,Domestic Appliances,Domestic Appliances,Domestic Appliances,Husholdningsapparater,Domestic Appliances,Domestic Appliances,Domestic Appliances,,,,
SUB_60007_04,SUB_60007,Making Coffee,Making Coffee,Making Coffee,Making Coffee,1,1,1,1,0,1,,Catalog (default),,Kaffe tilberedning,Making Coffee,Making Coffee,Making Coffee,Kaffe tilberedning,Making Coffee,Making Coffee,Making Coffee,Kaffe tilberedning,Making Coffee,Making Coffee,Making Coffee,Kaffe tilberedning,Making Coffee,Making Coffee,Making Coffee,,,,
SUB_60008,MC_60001,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",1,1,1,1,0,1,,Catalog (default),,"HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio","HiFi, TV, Video & Audio",,,,
SUB_60008_01,SUB_60008,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,1,1,1,1,0,1,,Catalog (default),,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,Hifi & Audio,,,,
SUB_60008_02,SUB_60008,TV & Sat,TV & Sat,TV & Sat,TV & Sat,1,1,1,1,0,1,,Catalog (default),,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,TV & Sat,,,,
SUB_60008_03,SUB_60008,Car Hifi,Car Hifi,Car Hifi,Car Hifi,1,1,1,1,0,1,,Catalog (default),,Bil Hifi,Car Hifi,Car Hifi,Car Hifi,Bil Hifi,Car Hifi,Car Hifi,Car Hifi,Bil Hifi,Car Hifi,Car Hifi,Car Hifi,Bil Hifi,Car Hifi,Car Hifi,Car Hifi,,,,
SUB_60008_04,SUB_60008,Audio accessories,Audio accessories,Audio accessories,Audio accessories,1,1,1,1,0,1,,Catalog (default),,Lydtilbehør,Audio accessories,Audio accessories,Audio accessories,Lydtilbehør,Audio accessories,Audio accessories,Audio accessories,Lydtilbehør,Audio accessories,Audio accessories,Audio accessories,Lydtilbehør,Audio accessories,Audio accessories,Audio accessories,,,,
SUB_60009,MC_60001,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,1,1,1,1,0,1,,Catalog (default),,Telekommunikasjon og navigasjon,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telekommunikasjon og navigasjon,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telekommunikasjon og navigasjon,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,Telekommunikasjon og navigasjon,Telecommunications & Navigation,Telecommunications & Navigation,Telecommunications & Navigation,,,,
SUB_60009_01,SUB_60009,Smartphones,Smartphones,Smartphones,Smartphones,1,1,1,1,0,1,,Catalog (default),,Smarttelefoner,Smartphones,Smartphones,Smartphones,Smarttelefoner,Smartphones,Smartphones,Smartphones,Smarttelefoner,Smartphones,Smartphones,Smartphones,Smarttelefoner,Smartphones,Smartphones,Smartphones,,,,
SUB_60009_02,SUB_60009,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,1,1,1,1,0,1,,Catalog (default),,Smarttelefon tilbehør,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smarttelefon tilbehør,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smarttelefon tilbehør,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,Smarttelefon tilbehør,Smartphone Accessories,Smartphone Accessories,Smartphone Accessories,,,,
SUB_60009_03,SUB_60009,Navigation,Navigation,Navigation,Navigation,1,1,1,1,0,1,,Catalog (default),,Navigasjon,Navigation,Navigation,Navigation,Navigasjon,Navigation,Navigation,Navigation,Navigasjon,Navigation,Navigation,Navigation,Navigasjon,Navigation,Navigation,Navigation,,,,
SUB_60009_04,SUB_60009,Smartwatch,Smartwatch,Smartwatch,Smartwatch,1,1,1,1,0,1,,Catalog (default),,Smartklokke,Smartwatch,Smartwatch,Smartwatch,Smartklokke,Smartwatch,Smartwatch,Smartwatch,Smartklokke,Smartwatch,Smartwatch,Smartwatch,Smartklokke,Smartwatch,Smartwatch,Smartwatch,,,,
SUB_60010,MC_60001,Electronics Accessories,Electronics Accessories,Electronics Accessories,Electronics Accessories,1,1,1,1,0,1,,Catalog (default),,Elektronikk tilbehør,Electronics Accessories,Electronics Accessories,Electronics Accessories,Elektronikk tilbehør,Electronics Accessories,Electronics Accessories,Electronics Accessories,Elektronikk tilbehør,Electronics Accessories,Electronics Accessories,Electronics Accessories,Elektronikk tilbehør,Electronics Accessories,Electronics Accessories,Electronics Accessories,,,,
SUB_60011,MC_60001,Software,Software,Software,Software,1,1,1,1,0,1,,Catalog (default),,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,Software,,,,
SUB_60012,MC_60001,Electrical engineering,Electrical engineering,Electrical engineering,Electrical engineering,1,1,1,1,0,1,,Catalog (default),,Elektroteknikk,Electrical engineering,Electrical engineering,Electrical engineering,Elektroteknikk,Electrical engineering,Electrical engineering,Electrical engineering,Elektroteknikk,Electrical engineering,Electrical engineering,Electrical engineering,Elektroteknikk,Electrical engineering,Electrical engineering,Electrical engineering,,,,
SUB_60012_01,SUB_60012,Building Technology,Building Technology,Building Technology,Building Technology,1,1,1,1,0,1,,Catalog (default),,Byggteknologi,Building Technology,Building Technology,Building Technology,Byggteknologi,Building Technology,Building Technology,Building Technology,Byggteknologi,Building Technology,Building Technology,Building Technology,Byggteknologi,Building Technology,Building Technology,Building Technology,,,,
SUB_60012_02,SUB_60012,SMART Living,SMART Living,SMART Living,SMART Living,1,1,1,1,0,1,,Catalog (default),,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,SMART Living,,,,
SUB_60012_03,SUB_60012,Connectors & Cables,Connectors & Cables,Connectors & Cables,Connectors & Cables,1,1,1,1,0,1,,Catalog (default),,Kabler og Koblinger,Connectors & Cables,Connectors & Cables,Connectors & Cables,Kabler og Koblinger,Connectors & Cables,Connectors & Cables,Connectors & Cables,Kabler og Koblinger,Connectors & Cables,Connectors & Cables,Connectors & Cables,Kabler og Koblinger,Connectors & Cables,Connectors & Cables,Connectors & Cables,,,,
SUB_60012_04,SUB_60012,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,1,1,1,1,0,1,,Catalog (default),,Måling og strømforsyning,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Måling og strømforsyning,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Måling og strømforsyning,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,Måling og strømforsyning,Measurement & Power Supply,Measurement & Power Supply,Measurement & Power Supply,,,,
SUB_60012_05,SUB_60012,Education & Development Kits,Education & Development Kits,Education & Development Kits,Education & Development Kits,1,1,1,1,0,1,,Catalog (default),,Utdannings- og utviklingssett,Education & Development Kits,Education & Development Kits,Education & Development Kits,Utdannings- og utviklingssett,Education & Development Kits,Education & Development Kits,Education & Development Kits,Utdannings- og utviklingssett,Education & Development Kits,Education & Development Kits,Education & Development Kits,Utdannings- og utviklingssett,Education & Development Kits,Education & Development Kits,Education & Development Kits,,,,
SUB_60012_06,SUB_60012,Active Components,Active Components,Active Components,Active Components,1,1,1,1,0,1,,Catalog (default),,Aktive komponenter,Active Components,Active Components,Active Components,Aktive komponenter,Active Components,Active Components,Active Components,Aktive komponenter,Active Components,Active Components,Active Components,Aktive komponenter,Active Components,Active Components,Active Components,,,,
SUB_60012_07,SUB_60012,Passive Components,Passive Components,Passive Components,Passive Components,1,1,1,1,0,1,,Catalog (default),,Passive komponenter,Passive Components,Passive Components,Passive Components,Passive komponenter,Passive Components,Passive Components,Passive Components,Passive komponenter,Passive Components,Passive Components,Passive Components,Passive komponenter,Passive Components,Passive Components,Passive Components,,,,
SUB_60012_08,SUB_60012,Electromechanics,Electromechanics,Electromechanics,Electromechanics,1,1,1,1,0,1,,Catalog (default),,Elektromekanikk,Electromechanics,Electromechanics,Electromechanics,Elektromekanikk,Electromechanics,Electromechanics,Electromechanics,Elektromekanikk,Electromechanics,Electromechanics,Electromechanics,Elektromekanikk,Electromechanics,Electromechanics,Electromechanics,,,,
SUB_60012_09,SUB_60012,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,1,1,1,1,0,1,,Catalog (default),,Automatisering og pneumatikk,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automatisering og pneumatikk,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automatisering og pneumatikk,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,Automatisering og pneumatikk,Automation & Pneumatics,Automation & Pneumatics,Automation & Pneumatics,,,,
SUB_60014,MC_60001,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,1,1,1,1,0,1,,Catalog (default),,Kroppspleie og velvære,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Kroppspleie og velvære,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Kroppspleie og velvære,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,Kroppspleie og velvære,Body Care & Wellness,Body Care & Wellness,Body Care & Wellness,,,,
SUB_60014_01,SUB_60014,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,1,1,1,1,0,1,,Catalog (default),,Skjeggtrimmere og hårklippere,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Skjeggtrimmere og hårklippere,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Skjeggtrimmere og hårklippere,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Skjeggtrimmere og hårklippere,Beard trimmers & hair clippers,Beard trimmers & hair clippers,Beard trimmers & hair clippers,,,,
SUB_60014_02,SUB_60014,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,1,1,1,1,0,1,,Catalog (default),,Elektriske tannbørster,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Elektriske tannbørster,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Elektriske tannbørster,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,Elektriske tannbørster,Electric toothbrushes,Electric toothbrushes,Electric toothbrushes,,,,
SUB_60014_03,SUB_60014,Hair care,Hair care,Hair care,Hair care,1,1,1,1,0,1,,Catalog (default),,Hårpleie,Hair care,Hair care,Hair care,Hårpleie,Hair care,Hair care,Hair care,Hårpleie,Hair care,Hair care,Hair care,Hårpleie,Hair care,Hair care,Hair care,,,,
SUB_70001,MC_70001,Beverages,Beverages,Beverages,Beverages,1,1,1,1,0,1,,Catalog (default),,Drikkevarer,Beverages,Beverages,Beverages,Drikkevarer,Beverages,Beverages,Beverages,Drikkevarer,Beverages,Beverages,Beverages,Drikkevarer,Beverages,Beverages,Beverages,,,,
SUB_70001_01,SUB_70001,Alcohol,Alcohol,Alcohol,Alcohol,1,1,1,1,0,1,,Catalog (default),,Alkohol,Alcohol,Alcohol,Alcohol,Alkohol,Alcohol,Alcohol,Alcohol,Alkohol,Alcohol,Alcohol,Alcohol,Alkohol,Alcohol,Alcohol,Alcohol,,,,
SUB_70001_02,SUB_70001,Alcohol-free,Alcohol-free,Alcohol-free,Alcohol-free,1,1,1,1,0,1,,Catalog (default),,Alkoholfritt,Alcohol-free,Alcohol-free,Alcohol-free,Alkoholfritt,Alcohol-free,Alcohol-free,Alcohol-free,Alkoholfritt,Alcohol-free,Alcohol-free,Alcohol-free,Alkoholfritt,Alcohol-free,Alcohol-free,Alcohol-free,,,,
SUB_70002,MC_70001,Food,Food,Food,Food,1,1,1,1,0,1,,Catalog (default),,Mat ,Food,Food,Food,Mat ,Food,Food,Food,Mat ,Food,Food,Food,Mat ,Food,Food,Food,,,,
SUB_70003,MC_70001,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,1,1,1,1,0,1,,Catalog (default),,Søtsaker og snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Søtsaker og snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Søtsaker og snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,Søtsaker og snacks,Sweets & Snacks,Sweets & Snacks,Sweets & Snacks,,,,
SUB_70003_01,SUB_70003,Sweet,Sweet,Sweet,Sweet,1,1,1,1,0,1,,Catalog (default),,Søtt,Sweet,Sweet,Sweet,Søtt,Sweet,Sweet,Sweet,Søtt,Sweet,Sweet,Sweet,Søtt,Sweet,Sweet,Sweet,,,,
SUB_70003_02,SUB_70003,Salty,Salty,Salty,Salty,1,1,1,1,0,1,,Catalog (default),,Salt,Salty,Salty,Salty,Salt,Salty,Salty,Salty,Salt,Salty,Salty,Salty,Salt,Salty,Salty,Salty,,,,
SUB_70003_03,SUB_70003,Sour,Sour,Sour,Sour,1,1,1,1,0,1,,Catalog (default),,Surt,Sour,Sour,Sour,Surt,Sour,Sour,Sour,Surt,Sour,Sour,Sour,Surt,Sour,Sour,Sour,,,,
SUB_80001,MC_80001,Bathroom,Bathroom,Bathroom,Bathroom,1,1,1,1,0,1,,Catalog (default),,Baderom,Bathroom,Bathroom,Bathroom,Baderom,Bathroom,Bathroom,Bathroom,Baderom,Bathroom,Bathroom,Bathroom,Baderom,Bathroom,Bathroom,Bathroom,,,,
SUB_80002,MC_80001,Lighting,Lighting,Lighting,Lighting,1,1,1,1,0,1,,Catalog (default),,Belysning,Lighting,Lighting,Lighting,Belysning,Lighting,Lighting,Lighting,Belysning,Lighting,Lighting,Lighting,Belysning,Lighting,Lighting,Lighting,,,,
SUB_80002_01,SUB_80002,Indoor lights,Indoor lights,Indoor lights,Indoor lights,1,1,1,1,0,1,,Catalog (default),,Innendørs lys,Indoor lights,Indoor lights,Indoor lights,Innendørs lys,Indoor lights,Indoor lights,Indoor lights,Innendørs lys,Indoor lights,Indoor lights,Indoor lights,Innendørs lys,Indoor lights,Indoor lights,Indoor lights,,,,
SUB_80002_02,SUB_80002,Outdoor lights,Outdoor lights,Outdoor lights,Outdoor lights,1,1,1,1,0,1,,Catalog (default),,Utendørs lys,Outdoor lights,Outdoor lights,Outdoor lights,Utendørs lys,Outdoor lights,Outdoor lights,Outdoor lights,Utendørs lys,Outdoor lights,Outdoor lights,Outdoor lights,Utendørs lys,Outdoor lights,Outdoor lights,Outdoor lights,,,,
SUB_80002_03,SUB_80002,Bulbs,Bulbs,Bulbs,Bulbs,1,1,1,1,0,1,,Catalog (default),,Pærer,Bulbs,Bulbs,Bulbs,Pærer,Bulbs,Bulbs,Bulbs,Pærer,Bulbs,Bulbs,Bulbs,Pærer,Bulbs,Bulbs,Bulbs,,,,
SUB_80003,MC_80001,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,1,1,1,1,0,1,,Catalog (default),,Dekorasjon og sesongartikler,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Dekorasjon og sesongartikler,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Dekorasjon og sesongartikler,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,Dekorasjon og sesongartikler,Decoration & Seasonal Items,Decoration & Seasonal Items,Decoration & Seasonal Items,,,,
SUB_80004,MC_80001,Garden,Garden,Garden,Garden,1,1,1,1,0,1,,Catalog (default),,Hage,Garden,Garden,Garden,Hage,Garden,Garden,Garden,Hage,Garden,Garden,Garden,Hage,Garden,Garden,Garden,,,,
SUB_80004_01,SUB_80004,Barbeque,Barbeque,Barbeque,Barbeque,1,1,1,1,0,1,,Catalog (default),,Grill,Barbeque,Barbeque,Barbeque,Grill,Barbeque,Barbeque,Barbeque,Grill,Barbeque,Barbeque,Barbeque,Grill,Barbeque,Barbeque,Barbeque,,,,
SUB_80004_02,SUB_80004,Garden Tools,Garden Tools,Garden Tools,Garden Tools,1,1,1,1,0,1,,Catalog (default),,Hageverktøy,Garden Tools,Garden Tools,Garden Tools,Hageverktøy,Garden Tools,Garden Tools,Garden Tools,Hageverktøy,Garden Tools,Garden Tools,Garden Tools,Hageverktøy,Garden Tools,Garden Tools,Garden Tools,,,,
SUB_80004_03,SUB_80004,Garden Furniture,Garden Furniture,Garden Furniture,Garden Furniture,1,1,1,1,0,1,,Catalog (default),,Hagemøbler,Garden Furniture,Garden Furniture,Garden Furniture,Hagemøbler,Garden Furniture,Garden Furniture,Garden Furniture,Hagemøbler,Garden Furniture,Garden Furniture,Garden Furniture,Hagemøbler,Garden Furniture,Garden Furniture,Garden Furniture,,,,
SUB_80004_04,SUB_80004,Plants & Trees,Plants & Trees,Plants & Trees,Plants & Trees,1,1,1,1,0,1,,Catalog (default),,Planter og trær,Plants & Trees,Plants & Trees,Plants & Trees,Planter og trær,Plants & Trees,Plants & Trees,Plants & Trees,Planter og trær,Plants & Trees,Plants & Trees,Plants & Trees,Planter og trær,Plants & Trees,Plants & Trees,Plants & Trees,,,,
SUB_80004_05,SUB_80004,Planting Accessories,Planting Accessories,Planting Accessories,Planting Accessories,1,1,1,1,0,1,,Catalog (default),,Plantetilbehør,Planting Accessories,Planting Accessories,Planting Accessories,Plantetilbehør,Planting Accessories,Planting Accessories,Planting Accessories,Plantetilbehør,Planting Accessories,Planting Accessories,Planting Accessories,Plantetilbehør,Planting Accessories,Planting Accessories,Planting Accessories,,,,
